372,304,310
418,342,348
456,374,380
521,428,434
606,1662,1796
571,1080,1213
559,881,1014
653,2444,2577
710,3392,3525
745,3991,4107
783,4606,4739
833,5303,5396
803,4955,5057
813,5070,5163
