364,297,304
410,335,342
448,367,374
483,399,532
532,1213,1347
513,898,1031
595,2278,2394
635,2926,3059
691,3858,3974
707,4140,4257
737,4639,4756
757,4955,5088
778,5304,5438
808,5803,5826
833,5841,5847
803,5720,5822
813,5840,5846
